trial_order	phase	task	list_id	item_id	pv_id	pv	condition	expected_response	stimulus_text	target_form	audio_file_name	notes
27	main	aural_pv_ljt	B	ljt_002a	pv_002	hand over	acceptable	acceptable	The officer handed over the documents.	handed over	rec_ljt_v5_ljt_002a.wav	v5 production: short matched acceptable sentence; no overt contrast cue
28	main	aural_pv_ljt	B	ljt_040a	pv_040	come out	acceptable	acceptable	The truth came out during interviews.	came out	rec_ljt_v5_ljt_040a.wav	v5 production: short matched acceptable sentence; no overt contrast cue
29	main	aural_pv_ljt	B	ljt_022a	pv_022	cut off	acceptable	acceptable	The host cut off the speaker.	cut off	rec_ljt_v5_ljt_022a.wav	v5 production: short matched acceptable sentence; no overt contrast cue
30	main	aural_pv_ljt	B	ljt_021b	pv_021	get down	unacceptable	unacceptable	The soldiers got down behind the idea.	got down	rec_ljt_v5_ljt_021b.wav	v5 production: selectional mismatch; no overt contrast cue or explicit contradiction
31	main	aural_pv_ljt	B	ljt_026a	pv_026	set out	acceptable	acceptable	The report set out the rules.	set out	rec_ljt_v5_ljt_026a.wav	v5 production: short matched acceptable sentence; no overt contrast cue
32	main	aural_pv_ljt	B	ljt_006a	pv_006	sit back	acceptable	acceptable	The mayor sat back during the crisis.	sat back	rec_ljt_v5_ljt_006a.wav	v5 production: short matched acceptable sentence; no overt contrast cue
33	main	aural_pv_ljt	B	ljt_033b	pv_033	look out	unacceptable	unacceptable	She looked out at the deadline.	looked out	rec_ljt_v5_ljt_033b.wav	v5 production: selectional mismatch; no overt contrast cue or explicit contradiction
34	main	aural_pv_ljt	B	ljt_017b	pv_017	make out	unacceptable	unacceptable	I could barely make out the flavor outside.	make out	rec_ljt_v5_ljt_017b.wav	v5 production: selectional mismatch; no overt contrast cue or explicit contradiction
35	main	aural_pv_ljt	B	ljt_036a	pv_036	go up	acceptable	acceptable	The rent went up sharply.	went up	rec_ljt_v5_ljt_036a.wav	v5 production: short matched acceptable sentence; no overt contrast cue
36	main	aural_pv_ljt	B	ljt_028a	pv_028	reach out	acceptable	acceptable	The manager reached out to clients.	reached out	rec_ljt_v5_ljt_028a.wav	v5 production: short matched acceptable sentence; no overt contrast cue
37	main	aural_pv_ljt	B	ljt_023b	pv_023	bring in	unacceptable	unacceptable	The firm brought in a deadline.	brought in	rec_ljt_v5_ljt_023b.wav	v5 production: selectional mismatch; no overt contrast cue or explicit contradiction
38	main	aural_pv_ljt	B	ljt_025b	pv_025	clean up	unacceptable	unacceptable	The editor cleaned up the deadline.	cleaned up	rec_ljt_v5_ljt_025b.wav	v5 production: selectional mismatch; no overt contrast cue or explicit contradiction
39	main	aural_pv_ljt	B	ljt_019b	pv_019	get off	unacceptable	unacceptable	The children got off the deadline.	got off	rec_ljt_v5_ljt_019b.wav	v5 production: selectional mismatch; no overt contrast cue or explicit contradiction
40	main	aural_pv_ljt	B	ljt_027b	pv_027	break down	unacceptable	unacceptable	The teacher broke down the applause.	broke down	rec_ljt_v5_ljt_027b.wav	v5 production: selectional mismatch; no overt contrast cue or explicit contradiction
41	main	aural_pv_ljt	B	ljt_048a	pv_048	work out	acceptable	acceptable	The students worked out the answer.	worked out	rec_ljt_v5_ljt_048a.wav	v5 production: short matched acceptable sentence; no overt contrast cue
42	main	aural_pv_ljt	B	ljt_035b	pv_035	look back	unacceptable	unacceptable	They looked back on the ceiling.	looked back	rec_ljt_v5_ljt_035b.wav	v5 production: selectional mismatch; no overt contrast cue or explicit contradiction
43	main	aural_pv_ljt	B	ljt_030a	pv_030	put up	acceptable	acceptable	They put up posters downtown.	put up	rec_ljt_v5_ljt_030a.wav	v5 production: short matched acceptable sentence; no overt contrast cue
44	main	aural_pv_ljt	B	ljt_014a	pv_014	turn over	acceptable	acceptable	The officer turned over the files.	turned over	rec_ljt_v5_ljt_014a.wav	v5 production: short matched acceptable sentence; no overt contrast cue
45	main	aural_pv_ljt	B	ljt_009b	pv_009	get on	unacceptable	unacceptable	The tourists got on the lecture.	got on	rec_ljt_v5_ljt_009b.wav	v5 production: selectional mismatch; no overt contrast cue or explicit contradiction
46	main	aural_pv_ljt	B	ljt_007b	pv_007	hold back	unacceptable	unacceptable	Extra support held back the players.	held back	rec_ljt_v5_ljt_007b.wav	v5 production: selectional mismatch; no overt contrast cue or explicit contradiction
47	main	aural_pv_ljt	B	ljt_038a	pv_038	come on	acceptable	acceptable	Oh, come on, that sounds impossible.	come on	rec_ljt_v5_ljt_038a.wav	v5 production: short matched acceptable sentence; no overt contrast cue
48	main	aural_pv_ljt	B	ljt_032a	pv_032	back up	acceptable	acceptable	The data backed up the claim.	backed up	rec_ljt_v5_ljt_032a.wav	v5 production: short matched acceptable sentence; no overt contrast cue
49	main	aural_pv_ljt	B	ljt_042a	pv_042	carry out	acceptable	acceptable	The researchers carried out the survey.	carried out	rec_ljt_v5_ljt_042a.wav	v5 production: short matched acceptable sentence; no overt contrast cue
50	main	aural_pv_ljt	B	ljt_041b	pv_041	bring about	unacceptable	unacceptable	The reforms brought about major furniture.	brought about	rec_ljt_v5_ljt_041b.wav	v5 production: selectional mismatch; no overt contrast cue or explicit contradiction
51	main	aural_pv_ljt	B	ljt_043b	pv_043	rule out	unacceptable	unacceptable	The evidence ruled out that deadline.	ruled out	rec_ljt_v5_ljt_043b.wav	v5 production: selectional mismatch; no overt contrast cue or explicit contradiction
52	main	aural_pv_ljt	B	ljt_044a	pv_044	point out	acceptable	acceptable	The teacher pointed out the error.	pointed out	rec_ljt_v5_ljt_044a.wav	v5 production: short matched acceptable sentence; no overt contrast cue
53	main	aural_pv_ljt	B	ljt_046a	pv_046	follow up	acceptable	acceptable	The nurse followed up after surgery.	followed up	rec_ljt_v5_ljt_046a.wav	v5 production: short matched acceptable sentence; no overt contrast cue
54	main	aural_pv_ljt	B	ljt_018a	pv_018	pay off	acceptable	acceptable	The hard work paid off eventually.	paid off	rec_ljt_v5_ljt_018a.wav	v5 production: short matched acceptable sentence; no overt contrast cue
