source_recording_script	recording_id	item_id	task	pv	condition	item_type	text_to_record	audio_file_name	audio_path	voice_label	voice_id_env	voice_id	model_id	output_format	stability	similarity_boost	style	speed	use_speaker_boost	seed	generated_at_utc	status	error
materials/audio_recording_script_ljt_v4_pre_audio.tsv	rec_ljt_v4_ljt_012b	ljt_012b	aural_pv_ljt	pull back	unacceptable		The company pulled back from the risky plan by investing more money.	rec_ljt_v4_ljt_012b.mp3	audio/raw/elevenlabs/male/ljt_v4/rec_ljt_v4_ljt_012b.mp3	male	ELEVENLABS_MALE_VOICE_ID	CwhRBWXzGAHq8TQ4Fs17	eleven_multilingual_v2	mp3_44100_128	0.75	0.75	0.0	1.0	True	20260724	2026-07-02T17:17:15.072629+00:00	generated	
materials/audio_recording_script_ljt_v4_pre_audio.tsv	rec_ljt_v4_ljt_013a	ljt_013a	aural_pv_ljt	run out	acceptable		The office ran out of paper before noon.	rec_ljt_v4_ljt_013a.mp3	audio/raw/elevenlabs/male/ljt_v4/rec_ljt_v4_ljt_013a.mp3	male	ELEVENLABS_MALE_VOICE_ID	CwhRBWXzGAHq8TQ4Fs17	eleven_multilingual_v2	mp3_44100_128	0.75	0.75	0.0	1.0	True	20260725	2026-07-02T17:17:15.072629+00:00	generated	
materials/audio_recording_script_ljt_v4_pre_audio.tsv	rec_ljt_v4_ljt_013b	ljt_013b	aural_pv_ljt	run out	unacceptable		The office ran out of paper, but there was plenty left.	rec_ljt_v4_ljt_013b.mp3	audio/raw/elevenlabs/male/ljt_v4/rec_ljt_v4_ljt_013b.mp3	male	ELEVENLABS_MALE_VOICE_ID	CwhRBWXzGAHq8TQ4Fs17	eleven_multilingual_v2	mp3_44100_128	0.75	0.75	0.0	1.0	True	20260726	2026-07-02T17:17:15.072629+00:00	generated	
materials/audio_recording_script_ljt_v4_pre_audio.tsv	rec_ljt_v4_ljt_014a	ljt_014a	aural_pv_ljt	turn over	acceptable		The officer turned over the files to the court.	rec_ljt_v4_ljt_014a.mp3	audio/raw/elevenlabs/male/ljt_v4/rec_ljt_v4_ljt_014a.mp3	male	ELEVENLABS_MALE_VOICE_ID	CwhRBWXzGAHq8TQ4Fs17	eleven_multilingual_v2	mp3_44100_128	0.75	0.75	0.0	1.0	True	20260727	2026-07-02T17:17:15.072629+00:00	generated	
materials/audio_recording_script_ljt_v4_pre_audio.tsv	rec_ljt_v4_ljt_014b	ljt_014b	aural_pv_ljt	turn over	unacceptable		The officer turned over the files to the court but kept them locked in his desk.	rec_ljt_v4_ljt_014b.mp3	audio/raw/elevenlabs/male/ljt_v4/rec_ljt_v4_ljt_014b.mp3	male	ELEVENLABS_MALE_VOICE_ID	CwhRBWXzGAHq8TQ4Fs17	eleven_multilingual_v2	mp3_44100_128	0.75	0.75	0.0	1.0	True	20260728	2026-07-02T17:17:15.072629+00:00	generated	
materials/audio_recording_script_ljt_v4_pre_audio.tsv	rec_ljt_v4_ljt_015a	ljt_015a	aural_pv_ljt	put on	acceptable		The school put on a play for the visitors.	rec_ljt_v4_ljt_015a.mp3	audio/raw/elevenlabs/male/ljt_v4/rec_ljt_v4_ljt_015a.mp3	male	ELEVENLABS_MALE_VOICE_ID	CwhRBWXzGAHq8TQ4Fs17	eleven_multilingual_v2	mp3_44100_128	0.75	0.75	0.0	1.0	True	20260729	2026-07-02T17:17:15.072629+00:00	generated	
materials/audio_recording_script_ljt_v4_pre_audio.tsv	rec_ljt_v4_ljt_015b	ljt_015b	aural_pv_ljt	put on	unacceptable		The school put on a play but never performed it.	rec_ljt_v4_ljt_015b.mp3	audio/raw/elevenlabs/male/ljt_v4/rec_ljt_v4_ljt_015b.mp3	male	ELEVENLABS_MALE_VOICE_ID	CwhRBWXzGAHq8TQ4Fs17	eleven_multilingual_v2	mp3_44100_128	0.75	0.75	0.0	1.0	True	20260730	2026-07-02T17:17:15.072629+00:00	generated	
materials/audio_recording_script_ljt_v4_pre_audio.tsv	rec_ljt_v4_ljt_016a	ljt_016a	aural_pv_ljt	take back	acceptable		The party took back control of the council.	rec_ljt_v4_ljt_016a.mp3	audio/raw/elevenlabs/male/ljt_v4/rec_ljt_v4_ljt_016a.mp3	male	ELEVENLABS_MALE_VOICE_ID	CwhRBWXzGAHq8TQ4Fs17	eleven_multilingual_v2	mp3_44100_128	0.75	0.75	0.0	1.0	True	20260731	2026-07-02T17:17:15.072629+00:00	generated	
materials/audio_recording_script_ljt_v4_pre_audio.tsv	rec_ljt_v4_ljt_016b	ljt_016b	aural_pv_ljt	take back	unacceptable		The party took back control, but its opponent still controlled the council.	rec_ljt_v4_ljt_016b.mp3	audio/raw/elevenlabs/male/ljt_v4/rec_ljt_v4_ljt_016b.mp3	male	ELEVENLABS_MALE_VOICE_ID	CwhRBWXzGAHq8TQ4Fs17	eleven_multilingual_v2	mp3_44100_128	0.75	0.75	0.0	1.0	True	20260732	2026-07-02T17:17:15.072629+00:00	generated	
materials/audio_recording_script_ljt_v4_pre_audio.tsv	rec_ljt_v4_ljt_017a	ljt_017a	aural_pv_ljt	make out	acceptable		I could barely make out the sign in the dark.	rec_ljt_v4_ljt_017a.mp3	audio/raw/elevenlabs/male/ljt_v4/rec_ljt_v4_ljt_017a.mp3	male	ELEVENLABS_MALE_VOICE_ID	CwhRBWXzGAHq8TQ4Fs17	eleven_multilingual_v2	mp3_44100_128	0.75	0.75	0.0	1.0	True	20260733	2026-07-02T17:17:15.072629+00:00	generated	
materials/audio_recording_script_ljt_v4_pre_audio.tsv	rec_ljt_v4_ljt_017b	ljt_017b	aural_pv_ljt	make out	unacceptable		I could barely make out the sign, although it was clear and easy to read.	rec_ljt_v4_ljt_017b.mp3	audio/raw/elevenlabs/male/ljt_v4/rec_ljt_v4_ljt_017b.mp3	male	ELEVENLABS_MALE_VOICE_ID	CwhRBWXzGAHq8TQ4Fs17	eleven_multilingual_v2	mp3_44100_128	0.75	0.75	0.0	1.0	True	20260734	2026-07-02T17:17:15.072629+00:00	generated	
materials/audio_recording_script_ljt_v4_pre_audio.tsv	rec_ljt_v4_ljt_018a	ljt_018a	aural_pv_ljt	pay off	acceptable		Her years of practice paid off in the final match.	rec_ljt_v4_ljt_018a.mp3	audio/raw/elevenlabs/male/ljt_v4/rec_ljt_v4_ljt_018a.mp3	male	ELEVENLABS_MALE_VOICE_ID	CwhRBWXzGAHq8TQ4Fs17	eleven_multilingual_v2	mp3_44100_128	0.75	0.75	0.0	1.0	True	20260735	2026-07-02T17:17:15.072629+00:00	generated	
materials/audio_recording_script_ljt_v4_pre_audio.tsv	rec_ljt_v4_ljt_018b	ljt_018b	aural_pv_ljt	pay off	unacceptable		Her years of practice paid off by making her lose every match.	rec_ljt_v4_ljt_018b.mp3	audio/raw/elevenlabs/male/ljt_v4/rec_ljt_v4_ljt_018b.mp3	male	ELEVENLABS_MALE_VOICE_ID	CwhRBWXzGAHq8TQ4Fs17	eleven_multilingual_v2	mp3_44100_128	0.75	0.75	0.0	1.0	True	20260736	2026-07-02T17:17:15.072629+00:00	generated	
materials/audio_recording_script_ljt_v4_pre_audio.tsv	rec_ljt_v4_ljt_019a	ljt_019a	aural_pv_ljt	get off	acceptable		The children got off the train at the last stop.	rec_ljt_v4_ljt_019a.mp3	audio/raw/elevenlabs/male/ljt_v4/rec_ljt_v4_ljt_019a.mp3	male	ELEVENLABS_MALE_VOICE_ID	CwhRBWXzGAHq8TQ4Fs17	eleven_multilingual_v2	mp3_44100_128	0.75	0.75	0.0	1.0	True	20260737	2026-07-02T17:17:15.072629+00:00	generated	
materials/audio_recording_script_ljt_v4_pre_audio.tsv	rec_ljt_v4_ljt_019b	ljt_019b	aural_pv_ljt	get off	unacceptable		The children got off the train but stayed in their seats.	rec_ljt_v4_ljt_019b.mp3	audio/raw/elevenlabs/male/ljt_v4/rec_ljt_v4_ljt_019b.mp3	male	ELEVENLABS_MALE_VOICE_ID	CwhRBWXzGAHq8TQ4Fs17	eleven_multilingual_v2	mp3_44100_128	0.75	0.75	0.0	1.0	True	20260738	2026-07-02T17:17:15.072629+00:00	generated	
materials/audio_recording_script_ljt_v4_pre_audio.tsv	rec_ljt_v4_ljt_020a	ljt_020a	aural_pv_ljt	turn up	acceptable		He turned up late for the meeting.	rec_ljt_v4_ljt_020a.mp3	audio/raw/elevenlabs/male/ljt_v4/rec_ljt_v4_ljt_020a.mp3	male	ELEVENLABS_MALE_VOICE_ID	CwhRBWXzGAHq8TQ4Fs17	eleven_multilingual_v2	mp3_44100_128	0.75	0.75	0.0	1.0	True	20260739	2026-07-02T17:17:15.072629+00:00	generated	
materials/audio_recording_script_ljt_v4_pre_audio.tsv	rec_ljt_v4_ljt_020b	ljt_020b	aural_pv_ljt	turn up	unacceptable		He turned up late for the meeting, but he never arrived.	rec_ljt_v4_ljt_020b.mp3	audio/raw/elevenlabs/male/ljt_v4/rec_ljt_v4_ljt_020b.mp3	male	ELEVENLABS_MALE_VOICE_ID	CwhRBWXzGAHq8TQ4Fs17	eleven_multilingual_v2	mp3_44100_128	0.75	0.75	0.0	1.0	True	20260740	2026-07-02T17:17:15.072629+00:00	generated	
materials/audio_recording_script_ljt_v4_pre_audio.tsv	rec_ljt_v4_ljt_021a	ljt_021a	aural_pv_ljt	get down	acceptable		The soldiers got down behind the wall.	rec_ljt_v4_ljt_021a.mp3	audio/raw/elevenlabs/male/ljt_v4/rec_ljt_v4_ljt_021a.mp3	male	ELEVENLABS_MALE_VOICE_ID	CwhRBWXzGAHq8TQ4Fs17	eleven_multilingual_v2	mp3_44100_128	0.75	0.75	0.0	1.0	True	20260741	2026-07-02T17:17:15.072629+00:00	generated	
materials/audio_recording_script_ljt_v4_pre_audio.tsv	rec_ljt_v4_ljt_021b	ljt_021b	aural_pv_ljt	get down	unacceptable		The soldiers got down by standing taller.	rec_ljt_v4_ljt_021b.mp3	audio/raw/elevenlabs/male/ljt_v4/rec_ljt_v4_ljt_021b.mp3	male	ELEVENLABS_MALE_VOICE_ID	CwhRBWXzGAHq8TQ4Fs17	eleven_multilingual_v2	mp3_44100_128	0.75	0.75	0.0	1.0	True	20260742	2026-07-02T17:17:15.072629+00:00	generated	
materials/audio_recording_script_ljt_v4_pre_audio.tsv	rec_ljt_v4_ljt_022a	ljt_022a	aural_pv_ljt	cut off	acceptable		The host cut off the speaker mid-sentence.	rec_ljt_v4_ljt_022a.mp3	audio/raw/elevenlabs/male/ljt_v4/rec_ljt_v4_ljt_022a.mp3	male	ELEVENLABS_MALE_VOICE_ID	CwhRBWXzGAHq8TQ4Fs17	eleven_multilingual_v2	mp3_44100_128	0.75	0.75	0.0	1.0	True	20260743	2026-07-02T17:17:15.072629+00:00	generated	
materials/audio_recording_script_ljt_v4_pre_audio.tsv	rec_ljt_v4_ljt_022b	ljt_022b	aural_pv_ljt	cut off	unacceptable		The host cut off the speaker after the answer was complete.	rec_ljt_v4_ljt_022b.mp3	audio/raw/elevenlabs/male/ljt_v4/rec_ljt_v4_ljt_022b.mp3	male	ELEVENLABS_MALE_VOICE_ID	CwhRBWXzGAHq8TQ4Fs17	eleven_multilingual_v2	mp3_44100_128	0.75	0.75	0.0	1.0	True	20260744	2026-07-02T17:17:15.072629+00:00	generated	
materials/audio_recording_script_ljt_v4_pre_audio.tsv	rec_ljt_v4_ljt_023a	ljt_023a	aural_pv_ljt	bring in	acceptable		The firm brought in an expert to solve the problem.	rec_ljt_v4_ljt_023a.mp3	audio/raw/elevenlabs/male/ljt_v4/rec_ljt_v4_ljt_023a.mp3	male	ELEVENLABS_MALE_VOICE_ID	CwhRBWXzGAHq8TQ4Fs17	eleven_multilingual_v2	mp3_44100_128	0.75	0.75	0.0	1.0	True	20260745	2026-07-02T17:17:15.072629+00:00	generated	
materials/audio_recording_script_ljt_v4_pre_audio.tsv	rec_ljt_v4_ljt_023b	ljt_023b	aural_pv_ljt	bring in	unacceptable		The firm brought in an expert, but no expert joined the project.	rec_ljt_v4_ljt_023b.mp3	audio/raw/elevenlabs/male/ljt_v4/rec_ljt_v4_ljt_023b.mp3	male	ELEVENLABS_MALE_VOICE_ID	CwhRBWXzGAHq8TQ4Fs17	eleven_multilingual_v2	mp3_44100_128	0.75	0.75	0.0	1.0	True	20260746	2026-07-02T17:17:15.072629+00:00	generated	
materials/audio_recording_script_ljt_v4_pre_audio.tsv	rec_ljt_v4_ljt_024a	ljt_024a	aural_pv_ljt	put out	acceptable		Police put out a warning about the danger.	rec_ljt_v4_ljt_024a.mp3	audio/raw/elevenlabs/male/ljt_v4/rec_ljt_v4_ljt_024a.mp3	male	ELEVENLABS_MALE_VOICE_ID	CwhRBWXzGAHq8TQ4Fs17	eleven_multilingual_v2	mp3_44100_128	0.75	0.75	0.0	1.0	True	20260747	2026-07-02T17:17:15.072629+00:00	generated	
materials/audio_recording_script_ljt_v4_pre_audio.tsv	rec_ljt_v4_ljt_024b	ljt_024b	aural_pv_ljt	put out	unacceptable		Police put out a warning but told no one about it.	rec_ljt_v4_ljt_024b.mp3	audio/raw/elevenlabs/male/ljt_v4/rec_ljt_v4_ljt_024b.mp3	male	ELEVENLABS_MALE_VOICE_ID	CwhRBWXzGAHq8TQ4Fs17	eleven_multilingual_v2	mp3_44100_128	0.75	0.75	0.0	1.0	True	20260748	2026-07-02T17:17:15.072629+00:00	generated	
materials/audio_recording_script_ljt_v4_pre_audio.tsv	rec_ljt_v4_ljt_025a	ljt_025a	aural_pv_ljt	clean up	acceptable		The editor cleaned up the rude comments.	rec_ljt_v4_ljt_025a.mp3	audio/raw/elevenlabs/male/ljt_v4/rec_ljt_v4_ljt_025a.mp3	male	ELEVENLABS_MALE_VOICE_ID	CwhRBWXzGAHq8TQ4Fs17	eleven_multilingual_v2	mp3_44100_128	0.75	0.75	0.0	1.0	True	20260749	2026-07-02T17:17:15.072629+00:00	generated	
materials/audio_recording_script_ljt_v4_pre_audio.tsv	rec_ljt_v4_ljt_025b	ljt_025b	aural_pv_ljt	clean up	unacceptable		The editor cleaned up the abusive comments by adding insults.	rec_ljt_v4_ljt_025b.mp3	audio/raw/elevenlabs/male/ljt_v4/rec_ljt_v4_ljt_025b.mp3	male	ELEVENLABS_MALE_VOICE_ID	CwhRBWXzGAHq8TQ4Fs17	eleven_multilingual_v2	mp3_44100_128	0.75	0.75	0.0	1.0	True	20260750	2026-07-02T17:17:15.072629+00:00	generated	
materials/audio_recording_script_ljt_v4_pre_audio.tsv	rec_ljt_v4_ljt_026a	ljt_026a	aural_pv_ljt	set out	acceptable		The report set out the main rules clearly.	rec_ljt_v4_ljt_026a.mp3	audio/raw/elevenlabs/male/ljt_v4/rec_ljt_v4_ljt_026a.mp3	male	ELEVENLABS_MALE_VOICE_ID	CwhRBWXzGAHq8TQ4Fs17	eleven_multilingual_v2	mp3_44100_128	0.75	0.75	0.0	1.0	True	20260751	2026-07-02T17:17:15.072629+00:00	generated	
materials/audio_recording_script_ljt_v4_pre_audio.tsv	rec_ljt_v4_ljt_026b	ljt_026b	aural_pv_ljt	set out	unacceptable		The report set out the rules, but no rules were explained.	rec_ljt_v4_ljt_026b.mp3	audio/raw/elevenlabs/male/ljt_v4/rec_ljt_v4_ljt_026b.mp3	male	ELEVENLABS_MALE_VOICE_ID	CwhRBWXzGAHq8TQ4Fs17	eleven_multilingual_v2	mp3_44100_128	0.75	0.75	0.0	1.0	True	20260752	2026-07-02T17:17:15.072629+00:00	generated	
