recording_id	audio_file_name	task	item_id	pv_id	pv	condition	expected_response	text_to_record	target_form	recording_notes
rec_ljt_v4_multi_agent_cljt_019b	rec_ljt_v4_multi_agent_cljt_019b.wav	aural_pv_ljt_c_level_v4_multi_agent	cljt_019b	pv_019	get off	unacceptable	unacceptable	The defendant got off with a conviction.	got off	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v4_multi_agent_cljt_020a	rec_ljt_v4_multi_agent_cljt_020a.wav	aural_pv_ljt_c_level_v4_multi_agent	cljt_020a	pv_020	break out	acceptable	acceptable	A dispute broke out during mediation.	broke out	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v4_multi_agent_cljt_020b	rec_ljt_v4_multi_agent_cljt_020b.wav	aural_pv_ljt_c_level_v4_multi_agent	cljt_020b	pv_020	break out	unacceptable	unacceptable	A settlement broke out during mediation.	broke out	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v4_multi_agent_cljt_021a	rec_ljt_v4_multi_agent_cljt_021a.wav	aural_pv_ljt_c_level_v4_multi_agent	cljt_021a	pv_021	pass on	acceptable	acceptable	The director passed on the client's message.	passed on	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v4_multi_agent_cljt_021b	rec_ljt_v4_multi_agent_cljt_021b.wav	aural_pv_ljt_c_level_v4_multi_agent	cljt_021b	pv_021	pass on	unacceptable	unacceptable	The director passed on the client's silence.	passed on	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v4_multi_agent_cljt_022a	rec_ljt_v4_multi_agent_cljt_022a.wav	aural_pv_ljt_c_level_v4_multi_agent	cljt_022a	pv_022	cut off	acceptable	acceptable	The lender cut off the credit line.	cut off	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v4_multi_agent_cljt_022b	rec_ljt_v4_multi_agent_cljt_022b.wav	aural_pv_ljt_c_level_v4_multi_agent	cljt_022b	pv_022	cut off	unacceptable	unacceptable	The lender cut off the credit rating.	cut off	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v4_multi_agent_cljt_023a	rec_ljt_v4_multi_agent_cljt_023a.wav	aural_pv_ljt_c_level_v4_multi_agent	cljt_023a	pv_023	bring in	acceptable	acceptable	The campaign brought in large donations.	brought in	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v4_multi_agent_cljt_023b	rec_ljt_v4_multi_agent_cljt_023b.wav	aural_pv_ljt_c_level_v4_multi_agent	cljt_023b	pv_023	bring in	unacceptable	unacceptable	The campaign brought in large expenses.	brought in	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v4_multi_agent_cljt_024a	rec_ljt_v4_multi_agent_cljt_024a.wav	aural_pv_ljt_c_level_v4_multi_agent	cljt_024a	pv_024	bring out	acceptable	acceptable	The publisher brought out a revised edition.	brought out	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v4_multi_agent_cljt_024b	rec_ljt_v4_multi_agent_cljt_024b.wav	aural_pv_ljt_c_level_v4_multi_agent	cljt_024b	pv_024	bring out	unacceptable	unacceptable	The publisher brought out a revised appointment.	brought out	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v4_multi_agent_cljt_025a	rec_ljt_v4_multi_agent_cljt_025a.wav	aural_pv_ljt_c_level_v4_multi_agent	cljt_025a	pv_025	throw out	acceptable	acceptable	The committee threw out the weak proposal.	threw out	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v4_multi_agent_cljt_025b	rec_ljt_v4_multi_agent_cljt_025b.wav	aural_pv_ljt_c_level_v4_multi_agent	cljt_025b	pv_025	throw out	unacceptable	unacceptable	The committee threw out the weak agenda.	threw out	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v4_multi_agent_cljt_026a	rec_ljt_v4_multi_agent_cljt_026a.wav	aural_pv_ljt_c_level_v4_multi_agent	cljt_026a	pv_026	set out	acceptable	acceptable	The contract set out the payment terms.	set out	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v4_multi_agent_cljt_026b	rec_ljt_v4_multi_agent_cljt_026b.wav	aural_pv_ljt_c_level_v4_multi_agent	cljt_026b	pv_026	set out	unacceptable	unacceptable	The contract set out the payment receipts.	set out	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v4_multi_agent_cljt_027a	rec_ljt_v4_multi_agent_cljt_027a.wav	aural_pv_ljt_c_level_v4_multi_agent	cljt_027a	pv_027	break down	acceptable	acceptable	The manager broke down the project budget.	broke down	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v4_multi_agent_cljt_027b	rec_ljt_v4_multi_agent_cljt_027b.wav	aural_pv_ljt_c_level_v4_multi_agent	cljt_027b	pv_027	break down	unacceptable	unacceptable	The manager broke down the project deadline.	broke down	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v4_multi_agent_cljt_028a	rec_ljt_v4_multi_agent_cljt_028a.wav	aural_pv_ljt_c_level_v4_multi_agent	cljt_028a	pv_028	reach out	acceptable	acceptable	The client reached out for legal advice.	reached out	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v4_multi_agent_cljt_028b	rec_ljt_v4_multi_agent_cljt_028b.wav	aural_pv_ljt_c_level_v4_multi_agent	cljt_028b	pv_028	reach out	unacceptable	unacceptable	The client reached out for legal evidence.	reached out	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v4_multi_agent_cljt_029a	rec_ljt_v4_multi_agent_cljt_029a.wav	aural_pv_ljt_c_level_v4_multi_agent	cljt_029a	pv_029	set off	acceptable	acceptable	The comment set off a heated debate.	set off	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v4_multi_agent_cljt_029b	rec_ljt_v4_multi_agent_cljt_029b.wav	aural_pv_ljt_c_level_v4_multi_agent	cljt_029b	pv_029	set off	unacceptable	unacceptable	The comment set off a heated summary.	set off	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v4_multi_agent_cljt_030a	rec_ljt_v4_multi_agent_cljt_030a.wav	aural_pv_ljt_c_level_v4_multi_agent	cljt_030a	pv_030	put up	acceptable	acceptable	The bidder put up the required deposit.	put up	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v4_multi_agent_cljt_030b	rec_ljt_v4_multi_agent_cljt_030b.wav	aural_pv_ljt_c_level_v4_multi_agent	cljt_030b	pv_030	put up	unacceptable	unacceptable	The bidder put up the required estimate.	put up	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v4_multi_agent_cljt_031a	rec_ljt_v4_multi_agent_cljt_031a.wav	aural_pv_ljt_c_level_v4_multi_agent	cljt_031a	pv_031	go through	acceptable	acceptable	The amendment went through the committee.	went through	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v4_multi_agent_cljt_031b	rec_ljt_v4_multi_agent_cljt_031b.wav	aural_pv_ljt_c_level_v4_multi_agent	cljt_031b	pv_031	go through	unacceptable	unacceptable	The amendment went through the testimony.	went through	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v4_multi_agent_cljt_032a	rec_ljt_v4_multi_agent_cljt_032a.wav	aural_pv_ljt_c_level_v4_multi_agent	cljt_032a	pv_032	back up	acceptable	acceptable	The results backed up the hypothesis.	backed up	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v4_multi_agent_cljt_032b	rec_ljt_v4_multi_agent_cljt_032b.wav	aural_pv_ljt_c_level_v4_multi_agent	cljt_032b	pv_032	back up	unacceptable	unacceptable	The results backed up the questionnaire.	backed up	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v4_multi_agent_cljt_033a	rec_ljt_v4_multi_agent_cljt_033a.wav	aural_pv_ljt_c_level_v4_multi_agent	cljt_033a	pv_033	open up	acceptable	acceptable	The ruling opened up new appeal options.	opened up	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v4_multi_agent_cljt_033b	rec_ljt_v4_multi_agent_cljt_033b.wav	aural_pv_ljt_c_level_v4_multi_agent	cljt_033b	pv_033	open up	unacceptable	unacceptable	The ruling opened up new appeal deadlines.	opened up	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v4_multi_agent_cljt_034a	rec_ljt_v4_multi_agent_cljt_034a.wav	aural_pv_ljt_c_level_v4_multi_agent	cljt_034a	pv_034	take out	acceptable	acceptable	The landlord took out a flood policy.	took out	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v4_multi_agent_cljt_034b	rec_ljt_v4_multi_agent_cljt_034b.wav	aural_pv_ljt_c_level_v4_multi_agent	cljt_034b	pv_034	take out	unacceptable	unacceptable	The landlord took out a flood claim.	took out	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v4_multi_agent_cljt_035a	rec_ljt_v4_multi_agent_cljt_035a.wav	aural_pv_ljt_c_level_v4_multi_agent	cljt_035a	pv_035	fill in	acceptable	acceptable	The consultant filled in for the project chair.	filled in	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v4_multi_agent_cljt_035b	rec_ljt_v4_multi_agent_cljt_035b.wav	aural_pv_ljt_c_level_v4_multi_agent	cljt_035b	pv_035	fill in	unacceptable	unacceptable	The consultant filled in for the project meeting.	filled in	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v4_multi_agent_cljt_036a	rec_ljt_v4_multi_agent_cljt_036a.wav	aural_pv_ljt_c_level_v4_multi_agent	cljt_036a	pv_036	hold up	acceptable	acceptable	The appeal held up the construction permit.	held up	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v4_multi_agent_cljt_036b	rec_ljt_v4_multi_agent_cljt_036b.wav	aural_pv_ljt_c_level_v4_multi_agent	cljt_036b	pv_036	hold up	unacceptable	unacceptable	The appeal held up the construction blueprint.	held up	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v4_multi_agent_cljt_037a	rec_ljt_v4_multi_agent_cljt_037a.wav	aural_pv_ljt_c_level_v4_multi_agent	cljt_037a	pv_037	shut down	acceptable	acceptable	The agency shut down the program.	shut down	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v4_multi_agent_cljt_037b	rec_ljt_v4_multi_agent_cljt_037b.wav	aural_pv_ljt_c_level_v4_multi_agent	cljt_037b	pv_037	shut down	unacceptable	unacceptable	The agency shut down the reason.	shut down	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v4_multi_agent_cljt_038a	rec_ljt_v4_multi_agent_cljt_038a.wav	aural_pv_ljt_c_level_v4_multi_agent	cljt_038a	pv_038	turn down	acceptable	acceptable	The board turned down the proposal.	turned down	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v4_multi_agent_cljt_038b	rec_ljt_v4_multi_agent_cljt_038b.wav	aural_pv_ljt_c_level_v4_multi_agent	cljt_038b	pv_038	turn down	unacceptable	unacceptable	The board turned down the evidence.	turned down	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v4_multi_agent_cljt_039a	rec_ljt_v4_multi_agent_cljt_039a.wav	aural_pv_ljt_c_level_v4_multi_agent	cljt_039a	pv_039	take over	acceptable	acceptable	The deputy took over the project.	took over	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v4_multi_agent_cljt_039b	rec_ljt_v4_multi_agent_cljt_039b.wav	aural_pv_ljt_c_level_v4_multi_agent	cljt_039b	pv_039	take over	unacceptable	unacceptable	The deputy took over the advice.	took over	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v4_multi_agent_cljt_040a	rec_ljt_v4_multi_agent_cljt_040a.wav	aural_pv_ljt_c_level_v4_multi_agent	cljt_040a	pv_040	come out	acceptable	acceptable	The senator came out against the proposal.	came out	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v4_multi_agent_cljt_040b	rec_ljt_v4_multi_agent_cljt_040b.wav	aural_pv_ljt_c_level_v4_multi_agent	cljt_040b	pv_040	come out	unacceptable	unacceptable	The senator came out against the evidence.	came out	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v4_multi_agent_cljt_041a	rec_ljt_v4_multi_agent_cljt_041a.wav	aural_pv_ljt_c_level_v4_multi_agent	cljt_041a	pv_041	bring about	acceptable	acceptable	The ruling brought about a retrial.	brought about	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v4_multi_agent_cljt_041b	rec_ljt_v4_multi_agent_cljt_041b.wav	aural_pv_ljt_c_level_v4_multi_agent	cljt_041b	pv_041	bring about	unacceptable	unacceptable	The ruling brought about a transcript.	brought about	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v4_multi_agent_cljt_042a	rec_ljt_v4_multi_agent_cljt_042a.wav	aural_pv_ljt_c_level_v4_multi_agent	cljt_042a	pv_042	carry out	acceptable	acceptable	The researchers carried out the analysis.	carried out	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v4_multi_agent_cljt_042b	rec_ljt_v4_multi_agent_cljt_042b.wav	aural_pv_ljt_c_level_v4_multi_agent	cljt_042b	pv_042	carry out	unacceptable	unacceptable	The researchers carried out the hypothesis.	carried out	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v4_multi_agent_cljt_043a	rec_ljt_v4_multi_agent_cljt_043a.wav	aural_pv_ljt_c_level_v4_multi_agent	cljt_043a	pv_043	rule out	acceptable	acceptable	The doctor ruled out infection.	ruled out	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v4_multi_agent_cljt_043b	rec_ljt_v4_multi_agent_cljt_043b.wav	aural_pv_ljt_c_level_v4_multi_agent	cljt_043b	pv_043	rule out	unacceptable	unacceptable	The doctor ruled out symptoms.	ruled out	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v4_multi_agent_cljt_044a	rec_ljt_v4_multi_agent_cljt_044a.wav	aural_pv_ljt_c_level_v4_multi_agent	cljt_044a	pv_044	bring down	acceptable	acceptable	The scandal brought down the minister.	brought down	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v4_multi_agent_cljt_044b	rec_ljt_v4_multi_agent_cljt_044b.wav	aural_pv_ljt_c_level_v4_multi_agent	cljt_044b	pv_044	bring down	unacceptable	unacceptable	The scandal brought down the briefing.	brought down	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v4_multi_agent_cljt_045a	rec_ljt_v4_multi_agent_cljt_045a.wav	aural_pv_ljt_c_level_v4_multi_agent	cljt_045a	pv_045	sum up	acceptable	acceptable	The abstract summed up the study.	summed up	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v4_multi_agent_cljt_045b	rec_ljt_v4_multi_agent_cljt_045b.wav	aural_pv_ljt_c_level_v4_multi_agent	cljt_045b	pv_045	sum up	unacceptable	unacceptable	The abstract summed up the heading.	summed up	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v4_multi_agent_cljt_046a	rec_ljt_v4_multi_agent_cljt_046a.wav	aural_pv_ljt_c_level_v4_multi_agent	cljt_046a	pv_046	follow up	acceptable	acceptable	The clinic followed up on the patient referral.	followed up	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v4_multi_agent_cljt_046b	rec_ljt_v4_multi_agent_cljt_046b.wav	aural_pv_ljt_c_level_v4_multi_agent	cljt_046b	pv_046	follow up	unacceptable	unacceptable	The clinic followed up on the patient brochure.	followed up	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v4_multi_agent_cljt_047a	rec_ljt_v4_multi_agent_cljt_047a.wav	aural_pv_ljt_c_level_v4_multi_agent	cljt_047a	pv_047	lay out	acceptable	acceptable	The diagram laid out the process.	laid out	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v4_multi_agent_cljt_047b	rec_ljt_v4_multi_agent_cljt_047b.wav	aural_pv_ljt_c_level_v4_multi_agent	cljt_047b	pv_047	lay out	unacceptable	unacceptable	The diagram laid out the footnote.	laid out	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v4_multi_agent_cljt_048a	rec_ljt_v4_multi_agent_cljt_048a.wav	aural_pv_ljt_c_level_v4_multi_agent	cljt_048a	pv_048	work out	acceptable	acceptable	The students worked out the equation.	worked out	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v4_multi_agent_cljt_048b	rec_ljt_v4_multi_agent_cljt_048b.wav	aural_pv_ljt_c_level_v4_multi_agent	cljt_048b	pv_048	work out	unacceptable	unacceptable	The students worked out the pencil.	worked out	Record with natural sentence prosody; avoid pausing between verb and particle.
