recording_id	audio_file_name	task	item_id	pv_id	pv	condition	expected_response	text_to_record	target_form	recording_notes
rec_ljt_v5_ljt_030a	rec_ljt_v5_ljt_030a.wav	aural_pv_ljt	ljt_030a	pv_030	put up	acceptable	acceptable	They put up posters downtown.	put up	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v5_ljt_030b	rec_ljt_v5_ljt_030b.wav	aural_pv_ljt	ljt_030b	pv_030	put up	unacceptable	unacceptable	They put up music downtown.	put up	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v5_ljt_031a	rec_ljt_v5_ljt_031a.wav	aural_pv_ljt	ljt_031a	pv_031	turn around	acceptable	acceptable	The coach turned around the team.	turned around	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v5_ljt_031b	rec_ljt_v5_ljt_031b.wav	aural_pv_ljt	ljt_031b	pv_031	turn around	unacceptable	unacceptable	The coach turned around the deadline.	turned around	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v5_ljt_032a	rec_ljt_v5_ljt_032a.wav	aural_pv_ljt	ljt_032a	pv_032	back up	acceptable	acceptable	The data backed up the claim.	backed up	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v5_ljt_032b	rec_ljt_v5_ljt_032b.wav	aural_pv_ljt	ljt_032b	pv_032	back up	unacceptable	unacceptable	The data backed up the deadline.	backed up	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v5_ljt_033a	rec_ljt_v5_ljt_033a.wav	aural_pv_ljt	ljt_033a	pv_033	look out	acceptable	acceptable	She looked out at the garden.	looked out	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v5_ljt_033b	rec_ljt_v5_ljt_033b.wav	aural_pv_ljt	ljt_033b	pv_033	look out	unacceptable	unacceptable	She looked out at the deadline.	looked out	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v5_ljt_034a	rec_ljt_v5_ljt_034a.wav	aural_pv_ljt	ljt_034a	pv_034	take out	acceptable	acceptable	He took out a loan yesterday.	took out	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v5_ljt_034b	rec_ljt_v5_ljt_034b.wav	aural_pv_ljt	ljt_034b	pv_034	take out	unacceptable	unacceptable	He took out a deadline yesterday.	took out	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v5_ljt_035a	rec_ljt_v5_ljt_035a.wav	aural_pv_ljt	ljt_035a	pv_035	look back	acceptable	acceptable	They looked back on the decision.	looked back	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v5_ljt_035b	rec_ljt_v5_ljt_035b.wav	aural_pv_ljt	ljt_035b	pv_035	look back	unacceptable	unacceptable	They looked back on the ceiling.	looked back	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v5_ljt_036a	rec_ljt_v5_ljt_036a.wav	aural_pv_ljt	ljt_036a	pv_036	go up	acceptable	acceptable	The rent went up sharply.	went up	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v5_ljt_036b	rec_ljt_v5_ljt_036b.wav	aural_pv_ljt	ljt_036b	pv_036	go up	unacceptable	unacceptable	The advice went up sharply.	went up	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v5_ljt_037a	rec_ljt_v5_ljt_037a.wav	aural_pv_ljt	ljt_037a	pv_037	go down	acceptable	acceptable	The rent went down sharply.	went down	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v5_ljt_037b	rec_ljt_v5_ljt_037b.wav	aural_pv_ljt	ljt_037b	pv_037	go down	unacceptable	unacceptable	The advice went down sharply.	went down	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v5_ljt_038a	rec_ljt_v5_ljt_038a.wav	aural_pv_ljt	ljt_038a	pv_038	come on	acceptable	acceptable	Oh, come on, that sounds impossible.	come on	Use natural disbelief intonation on 'come on'; avoid sarcasm or added contrastive stress.
rec_ljt_v5_ljt_038b	rec_ljt_v5_ljt_038b.wav	aural_pv_ljt	ljt_038b	pv_038	come on	unacceptable	unacceptable	Oh, come on, that sounds accurate.	come on	Use natural disbelief intonation on 'come on'; avoid sarcasm or added contrastive stress.
rec_ljt_v5_ljt_039a	rec_ljt_v5_ljt_039a.wav	aural_pv_ljt	ljt_039a	pv_039	come in	acceptable	acceptable	Experts came in during planning.	came in	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v5_ljt_039b	rec_ljt_v5_ljt_039b.wav	aural_pv_ljt	ljt_039b	pv_039	come in	unacceptable	unacceptable	Experts came in during deadline.	came in	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v5_ljt_040a	rec_ljt_v5_ljt_040a.wav	aural_pv_ljt	ljt_040a	pv_040	come out	acceptable	acceptable	The truth came out during interviews.	came out	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v5_ljt_040b	rec_ljt_v5_ljt_040b.wav	aural_pv_ljt	ljt_040b	pv_040	come out	unacceptable	unacceptable	The furniture came out during interviews.	came out	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v5_ljt_041a	rec_ljt_v5_ljt_041a.wav	aural_pv_ljt	ljt_041a	pv_041	bring about	acceptable	acceptable	The reforms brought about major change.	brought about	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v5_ljt_041b	rec_ljt_v5_ljt_041b.wav	aural_pv_ljt	ljt_041b	pv_041	bring about	unacceptable	unacceptable	The reforms brought about major furniture.	brought about	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v5_ljt_042a	rec_ljt_v5_ljt_042a.wav	aural_pv_ljt	ljt_042a	pv_042	carry out	acceptable	acceptable	The researchers carried out the survey.	carried out	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v5_ljt_042b	rec_ljt_v5_ljt_042b.wav	aural_pv_ljt	ljt_042b	pv_042	carry out	unacceptable	unacceptable	The researchers carried out the deadline.	carried out	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v5_ljt_043a	rec_ljt_v5_ljt_043a.wav	aural_pv_ljt	ljt_043a	pv_043	rule out	acceptable	acceptable	The evidence ruled out that explanation.	ruled out	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v5_ljt_043b	rec_ljt_v5_ljt_043b.wav	aural_pv_ljt	ljt_043b	pv_043	rule out	unacceptable	unacceptable	The evidence ruled out that deadline.	ruled out	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v5_ljt_044a	rec_ljt_v5_ljt_044a.wav	aural_pv_ljt	ljt_044a	pv_044	point out	acceptable	acceptable	The teacher pointed out the error.	pointed out	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v5_ljt_044b	rec_ljt_v5_ljt_044b.wav	aural_pv_ljt	ljt_044b	pv_044	point out	unacceptable	unacceptable	The pencil pointed out the error.	pointed out	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v5_ljt_045a	rec_ljt_v5_ljt_045a.wav	aural_pv_ljt	ljt_045a	pv_045	sum up	acceptable	acceptable	The paragraph summed up the argument.	summed up	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v5_ljt_045b	rec_ljt_v5_ljt_045b.wav	aural_pv_ljt	ljt_045b	pv_045	sum up	unacceptable	unacceptable	The paragraph summed up the deadline.	summed up	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v5_ljt_046a	rec_ljt_v5_ljt_046a.wav	aural_pv_ljt	ljt_046a	pv_046	follow up	acceptable	acceptable	The nurse followed up after surgery.	followed up	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v5_ljt_046b	rec_ljt_v5_ljt_046b.wav	aural_pv_ljt	ljt_046b	pv_046	follow up	unacceptable	unacceptable	The nurse followed up after furniture.	followed up	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v5_ljt_047a	rec_ljt_v5_ljt_047a.wav	aural_pv_ljt	ljt_047a	pv_047	lay out	acceptable	acceptable	The chart laid out the plan.	laid out	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v5_ljt_047b	rec_ljt_v5_ljt_047b.wav	aural_pv_ljt	ljt_047b	pv_047	lay out	unacceptable	unacceptable	The chart laid out the spoon.	laid out	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v5_ljt_048a	rec_ljt_v5_ljt_048a.wav	aural_pv_ljt	ljt_048a	pv_048	work out	acceptable	acceptable	The students worked out the answer.	worked out	Record with natural sentence prosody; avoid pausing between verb and particle.
rec_ljt_v5_ljt_048b	rec_ljt_v5_ljt_048b.wav	aural_pv_ljt	ljt_048b	pv_048	work out	unacceptable	unacceptable	The students worked out the carpet.	worked out	Record with natural sentence prosody; avoid pausing between verb and particle.
