item_id	target_slot_id	original_pv_id	original_pv	current_target_pv	condition	expected_response	target_form	sentence_text	intended_sense	mismatch_type	source_set	source_material	source_item_or_pair_id	candidate_id	quality_status	review_score_100	score_basis	revision_priority	pair_rationale	notes
cljt_006a	cljt_006	pv_006	sit back	take on	acceptable	acceptable	took on	The lawyer took on the difficult case.	undertake_role_task_or_responsibility	none	v2_replacement	PHaVE	v2_004	rep_019	production_candidate_after_native_review	90	self_review_against_c_level_rubric_v2	native_review_then_pilot_strong	Case and verdict are legal-domain nouns; only the case is a responsibility one can undertake.	replaces pv_006 sit back; candidate_id=rep_019; original_v6_action=replace_or_rewrite; Strong candidate, but verify that verdict is not interpretable as a challenge.
cljt_006b	cljt_006	pv_006	sit back	take on	unacceptable	unacceptable	took on	The lawyer took on the difficult verdict.	undertake_role_task_or_responsibility	wrong_responsibility_object	v2_replacement	PHaVE	v2_004	rep_019	production_candidate_after_native_review	90	self_review_against_c_level_rubric_v2	native_review_then_pilot_strong	Case and verdict are legal-domain nouns; only the case is a responsibility one can undertake.	replaces pv_006 sit back; candidate_id=rep_019; original_v6_action=replace_or_rewrite; Strong candidate, but verify that verdict is not interpretable as a challenge.
cljt_007a	cljt_007	pv_007	hold back	give in	acceptable	acceptable	gave in	The company gave in to public pressure.	yield_to_demands_or_pressure	none	v2_replacement	PHaVE	v2_005	rep_005	minor_revision_needed	86	self_review_against_c_level_rubric_v2	native_review_then_pilot	Pressure and policy are public-domain nouns; pressure can force yielding, policy normally cannot.	replaces pv_007 hold back; candidate_id=rep_005; original_v6_action=replace_or_rewrite; May be a comparatively easy anchor item for C1.
cljt_007b	cljt_007	pv_007	hold back	give in	unacceptable	unacceptable	gave in	The company gave in to public policy.	yield_to_demands_or_pressure	wrong_pressure_source	v2_replacement	PHaVE	v2_005	rep_005	minor_revision_needed	86	self_review_against_c_level_rubric_v2	native_review_then_pilot	Pressure and policy are public-domain nouns; pressure can force yielding, policy normally cannot.	replaces pv_007 hold back; candidate_id=rep_005; original_v6_action=replace_or_rewrite; May be a comparatively easy anchor item for C1.
cljt_008a	cljt_008	pv_008	move up	move up	acceptable	acceptable	moved up	The team moved up to first place.	advance to a higher position	none	v6_retained_or_reserve	Sonbul_ElDakhs_2024_supplement	ljt_008a		prelim_pass_native_review_required	100	derived_from_v6_pre_audio_audit_using_c_level_rubric_weights	native_review_then_pilot_strong	Both outcomes are ranking positions; rejection depends on knowing that move up denotes upward rank movement.	v6 candidate: pre-audio expert review required; do not record yet; Hierarchy/status contrast is locally tied to the PV and comparatively robust.
cljt_008b	cljt_008	pv_008	move up	move up	unacceptable	unacceptable	moved up	The team moved up to last place.	advance to a higher position	directional_hierarchy_mismatch	v6_retained_or_reserve	Sonbul_ElDakhs_2024_supplement	ljt_008b		prelim_pass_native_review_required	100	derived_from_v6_pre_audio_audit_using_c_level_rubric_weights	native_review_then_pilot_strong	Both outcomes are ranking positions; rejection depends on knowing that move up denotes upward rank movement.	v6 candidate: pre-audio expert review required; do not record yet; Hierarchy/status contrast is locally tied to the PV and comparatively robust.
cljt_009a	cljt_009	pv_009	get on	get on	acceptable	acceptable	got on	The researchers got on with the analysis.	continue or proceed with a task	none	multi_agent_revision_v2	multi_agent_synthesis_2026-07-04_round2	cljt_009	multi_agent_v2	multi_agent_revision_native_review_required	90	multi_agent_consensus_against_c_level_rubric_v2	native_review_then_pilot_strong	Both complements are research-domain nouns; analysis is a process one can proceed with, whereas a finding is an outcome rather than a task to get on with.	multi-agent synthesis v2; replaces transparent transport boarding sense with get-on-with task-continuation sense to improve C1 construct fit while retaining the original PV.
cljt_009b	cljt_009	pv_009	get on	get on	unacceptable	unacceptable	got on	The researchers got on with the finding.	continue or proceed with a task	process_outcome_complement_mismatch	multi_agent_revision_v2	multi_agent_synthesis_2026-07-04_round2	cljt_009	multi_agent_v2	multi_agent_revision_native_review_required	90	multi_agent_consensus_against_c_level_rubric_v2	native_review_then_pilot_strong	Both complements are research-domain nouns; analysis is a process one can proceed with, whereas a finding is an outcome rather than a task to get on with.	multi-agent synthesis v2; replaces transparent transport boarding sense with get-on-with task-continuation sense to improve C1 construct fit while retaining the original PV.
cljt_010a	cljt_010	pv_010	come along	play out	acceptable	acceptable	played out	The trial played out over two weeks.	develop or unfold over time	none	multi_agent_revision_v1	multi_agent_synthesis_2026-07-04	cljt_010	rep_006;multi_agent_v1	multi_agent_revision_native_review_required	92	multi_agent_consensus_against_c_level_rubric_v1	native_review_then_pilot_strong	Both nouns are legal-domain items; a trial unfolds over time, whereas a verdict is an outcome rather than the unfolding event.	multi-agent synthesis v1; revises earlier negotiations/agreement pair because agreement could plausibly play out in public; legal time-frame suppresses exhausted/literal readings.
cljt_010b	cljt_010	pv_010	come along	play out	unacceptable	unacceptable	played out	The verdict played out over two weeks.	develop or unfold over time	event_outcome_unfolding_mismatch	multi_agent_revision_v1	multi_agent_synthesis_2026-07-04	cljt_010	rep_006;multi_agent_v1	multi_agent_revision_native_review_required	92	multi_agent_consensus_against_c_level_rubric_v1	native_review_then_pilot_strong	Both nouns are legal-domain items; a trial unfolds over time, whereas a verdict is an outcome rather than the unfolding event.	multi-agent synthesis v1; revises earlier negotiations/agreement pair because agreement could plausibly play out in public; legal time-frame suppresses exhausted/literal readings.
cljt_011a	cljt_011	pv_011	stand out	stand out	acceptable	acceptable	stood out	One essay stood out among submissions.	be noticeable or impressive	none	v6_retained_or_reserve	Sonbul_ElDakhs_2024_supplement	ljt_011a		prelim_pass_native_review_required	84	derived_from_v6_pre_audio_audit_using_c_level_rubric_weights	minor_revision_before_pilot	Both nouns are writing-domain nouns; the unacceptable item changes the comparison set from same-class submissions to document parts.	v6 candidate: pre-audio expert review required; do not record yet; Use comparison among same-class candidates; avoid odd comparison sets.
cljt_011b	cljt_011	pv_011	stand out	stand out	unacceptable	unacceptable	stood out	One essay stood out among pages.	be noticeable or impressive	comparison_set_mismatch	v6_retained_or_reserve	Sonbul_ElDakhs_2024_supplement	ljt_011b		prelim_pass_native_review_required	84	derived_from_v6_pre_audio_audit_using_c_level_rubric_weights	minor_revision_before_pilot	Both nouns are writing-domain nouns; the unacceptable item changes the comparison set from same-class submissions to document parts.	v6 candidate: pre-audio expert review required; do not record yet; Use comparison among same-class candidates; avoid odd comparison sets.
cljt_012a	cljt_012	pv_012	pull back	pull back	acceptable	acceptable	pulled back	The investors pulled back from the project.	withdraw from an activity	none	v6_retained_or_reserve	Sonbul_ElDakhs_2024_supplement	ljt_012a		prelim_pass_native_review_required	80	derived_from_v6_pre_audio_audit_using_c_level_rubric_weights	minor_revision_before_pilot	Both complements are decision-domain nouns; the unacceptable item uses a state/result where an activity or commitment is expected.	v6 candidate: pre-audio expert review required; do not record yet; Withdrawal sense can work if both conditions describe activities or commitments.
cljt_012b	cljt_012	pv_012	pull back	pull back	unacceptable	unacceptable	pulled back	The investors pulled back from the approval.	withdraw from an activity	same_domain_complement_mismatch	v6_retained_or_reserve	Sonbul_ElDakhs_2024_supplement	ljt_012b		prelim_pass_native_review_required	80	derived_from_v6_pre_audio_audit_using_c_level_rubric_weights	minor_revision_before_pilot	Both complements are decision-domain nouns; the unacceptable item uses a state/result where an activity or commitment is expected.	v6 candidate: pre-audio expert review required; do not record yet; Withdrawal sense can work if both conditions describe activities or commitments.
cljt_013a	cljt_013	pv_013	run out	run out	acceptable	acceptable	ran out	The lab ran out of samples.	use all of something	none	v6_retained_or_reserve	Sonbul_ElDakhs_2024_supplement	ljt_013a		prelim_pass_native_review_required	80	derived_from_v6_pre_audio_audit_using_c_level_rubric_weights	minor_revision_before_pilot	Both objects are research-domain nouns; samples can be depleted as supplies, whereas findings are not normally used up as a stock.	v6 candidate: pre-audio expert review required; do not record yet; Depletion can be tested with countable resources; avoid impossible object categories.
cljt_013b	cljt_013	pv_013	run out	run out	unacceptable	unacceptable	ran out	The lab ran out of findings.	use all of something	resource_depletion_mismatch	v6_retained_or_reserve	Sonbul_ElDakhs_2024_supplement	ljt_013b		prelim_pass_native_review_required	80	derived_from_v6_pre_audio_audit_using_c_level_rubric_weights	minor_revision_before_pilot	Both objects are research-domain nouns; samples can be depleted as supplies, whereas findings are not normally used up as a stock.	v6 candidate: pre-audio expert review required; do not record yet; Depletion can be tested with countable resources; avoid impossible object categories.
cljt_014a	cljt_014	pv_014	turn over	turn over	acceptable	acceptable	turned over	The clerk turned over the records to police.	give control or possession to an authority	none	v6_retained_or_reserve	Sonbul_ElDakhs_2024_supplement	ljt_014a		prelim_pass_native_review_required	80	derived_from_v6_pre_audio_audit_using_c_level_rubric_weights	minor_revision_before_pilot	Both objects are administrative/legal nouns; records can be surrendered to authorities, but permission is not an object surrendered in this frame.	v6 candidate: pre-audio expert review required; do not record yet; Authority-transfer sense can work, but literal turning-over sense must be suppressed.
cljt_014b	cljt_014	pv_014	turn over	turn over	unacceptable	unacceptable	turned over	The clerk turned over the permission to police.	give control or possession to an authority	authority_transfer_object_mismatch	v6_retained_or_reserve	Sonbul_ElDakhs_2024_supplement	ljt_014b		prelim_pass_native_review_required	80	derived_from_v6_pre_audio_audit_using_c_level_rubric_weights	minor_revision_before_pilot	Both objects are administrative/legal nouns; records can be surrendered to authorities, but permission is not an object surrendered in this frame.	v6 candidate: pre-audio expert review required; do not record yet; Authority-transfer sense can work, but literal turning-over sense must be suppressed.
cljt_015a	cljt_015	pv_015	put on	put on	acceptable	acceptable	put on	The gallery put on a retrospective exhibition.	stage or present an event	none	multi_agent_revision_v2	multi_agent_synthesis_2026-07-04_round2	cljt_015	multi_agent_v2	multi_agent_revision_native_review_required	91	multi_agent_consensus_against_c_level_rubric_v2	native_review_then_pilot_strong	Both objects belong to the arts-program domain; an exhibition is an event/show a gallery can put on, whereas a catalog is a related artifact normally published or produced.	multi-agent synthesis v2; improves theater/ticket pair by using an arts-institution frame that suppresses clothing and application readings.
cljt_015b	cljt_015	pv_015	put on	put on	unacceptable	unacceptable	put on	The gallery put on a retrospective catalog.	stage or present an event	staged_event_artifact_mismatch	multi_agent_revision_v2	multi_agent_synthesis_2026-07-04_round2	cljt_015	multi_agent_v2	multi_agent_revision_native_review_required	91	multi_agent_consensus_against_c_level_rubric_v2	native_review_then_pilot_strong	Both objects belong to the arts-program domain; an exhibition is an event/show a gallery can put on, whereas a catalog is a related artifact normally published or produced.	multi-agent synthesis v2; improves theater/ticket pair by using an arts-institution frame that suppresses clothing and application readings.
cljt_016a	cljt_016	pv_016	take back	take back	acceptable	acceptable	took back	The team took back the lead.	regain control or possession	none	v6_retained_or_reserve	Sonbul_ElDakhs_2024_supplement	ljt_016a		prelim_pass_native_review_required	80	derived_from_v6_pre_audio_audit_using_c_level_rubric_weights	minor_revision_before_pilot	Both nouns are sports-outcome nouns; lead can be regained, whereas loss is not normally regained by taking it back.	v6 candidate: pre-audio expert review required; do not record yet; Use regain-control contexts; current acceptable sentence also needs rewriting.
cljt_016b	cljt_016	pv_016	take back	take back	unacceptable	unacceptable	took back	The team took back the loss.	regain control or possession	regain_control_object_mismatch	v6_retained_or_reserve	Sonbul_ElDakhs_2024_supplement	ljt_016b		prelim_pass_native_review_required	80	derived_from_v6_pre_audio_audit_using_c_level_rubric_weights	minor_revision_before_pilot	Both nouns are sports-outcome nouns; lead can be regained, whereas loss is not normally regained by taking it back.	v6 candidate: pre-audio expert review required; do not record yet; Use regain-control contexts; current acceptable sentence also needs rewriting.
cljt_017a	cljt_017	pv_017	make out	sort out	acceptable	acceptable	sorted out	The mediator sorted out the scheduling conflict.	resolve_problem_or_understand_cause	none	v2_replacement	PHaVE	v2_007	rep_007	minor_revision_needed	86	self_review_against_c_level_rubric_v2	native_review_then_pilot	Conflict and forecast are scheduling-domain nouns; conflict can be resolved, forecast cannot.	replaces pv_017 make out; candidate_id=rep_007; original_v6_action=drop; Keep target sense as resolve_problem, not understand_cause.
cljt_017b	cljt_017	pv_017	make out	sort out	unacceptable	unacceptable	sorted out	The mediator sorted out the scheduling forecast.	resolve_problem_or_understand_cause	wrong_problem_object	v2_replacement	PHaVE	v2_007	rep_007	minor_revision_needed	86	self_review_against_c_level_rubric_v2	native_review_then_pilot	Conflict and forecast are scheduling-domain nouns; conflict can be resolved, forecast cannot.	replaces pv_017 make out; candidate_id=rep_007; original_v6_action=drop; Keep target sense as resolve_problem, not understand_cause.
cljt_018a	cljt_018	pv_018	pay off	pay off	acceptable	acceptable	paid off	The investment paid off quickly.	become successful or beneficial	none	v6_retained_or_reserve	Sonbul_ElDakhs_2024_supplement	ljt_018a		prelim_pass_native_review_required	80	derived_from_v6_pre_audio_audit_using_c_level_rubric_weights	minor_revision_before_pilot	Both subjects are finance-domain nouns; investment can yield a benefit, while invoice is not normally an intransitive source of payoff.	v6 candidate: pre-audio expert review required; do not record yet; Outcome-benefit sense can work if effort/investment and result are controlled.
cljt_018b	cljt_018	pv_018	pay off	pay off	unacceptable	unacceptable	paid off	The invoice paid off quickly.	become successful or beneficial	finance_domain_subject_mismatch	v6_retained_or_reserve	Sonbul_ElDakhs_2024_supplement	ljt_018b		prelim_pass_native_review_required	80	derived_from_v6_pre_audio_audit_using_c_level_rubric_weights	minor_revision_before_pilot	Both subjects are finance-domain nouns; investment can yield a benefit, while invoice is not normally an intransitive source of payoff.	v6 candidate: pre-audio expert review required; do not record yet; Outcome-benefit sense can work if effort/investment and result are controlled.
cljt_019a	cljt_019	pv_019	get off	get off	acceptable	acceptable	got off	The defendant got off with a warning.	receive no or only light punishment	none	multi_agent_revision_v2	multi_agent_synthesis_2026-07-04_round2	cljt_019	multi_agent_v2	multi_agent_revision_native_review_required	91	multi_agent_consensus_against_c_level_rubric_v2	native_review_then_pilot_strong	Both complements are legal-outcome nouns; a warning fits the lenient-penalty frame, whereas a conviction is the adverse legal outcome rather than something one gets off with.	multi-agent synthesis v2; replaces transparent leave-vehicle sense with legal leniency sense to improve C1 suitability and suppress transport/literal readings.
cljt_019b	cljt_019	pv_019	get off	get off	unacceptable	unacceptable	got off	The defendant got off with a conviction.	receive no or only light punishment	lenient_penalty_outcome_mismatch	multi_agent_revision_v2	multi_agent_synthesis_2026-07-04_round2	cljt_019	multi_agent_v2	multi_agent_revision_native_review_required	91	multi_agent_consensus_against_c_level_rubric_v2	native_review_then_pilot_strong	Both complements are legal-outcome nouns; a warning fits the lenient-penalty frame, whereas a conviction is the adverse legal outcome rather than something one gets off with.	multi-agent synthesis v2; replaces transparent leave-vehicle sense with legal leniency sense to improve C1 suitability and suppress transport/literal readings.
cljt_020a	cljt_020	pv_020	turn up	turn up	acceptable	acceptable	turned up	The witness turned up at court.	arrive or appear	none	v6_retained_or_reserve	Sonbul_ElDakhs_2024_supplement	ljt_020a		prelim_pass_native_review_required	80	derived_from_v6_pre_audio_audit_using_c_level_rubric_weights	minor_revision_before_pilot	Both complements are legal-domain nouns; court is a location/event site, whereas testimony is not a place where someone turns up.	v6 candidate: pre-audio expert review required; do not record yet; Arrival sense can work, but turn up also means increase volume and be found.
cljt_020b	cljt_020	pv_020	turn up	turn up	unacceptable	unacceptable	turned up	The witness turned up at testimony.	arrive or appear	appearance_location_mismatch	v6_retained_or_reserve	Sonbul_ElDakhs_2024_supplement	ljt_020b		prelim_pass_native_review_required	80	derived_from_v6_pre_audio_audit_using_c_level_rubric_weights	minor_revision_before_pilot	Both complements are legal-domain nouns; court is a location/event site, whereas testimony is not a place where someone turns up.	v6 candidate: pre-audio expert review required; do not record yet; Arrival sense can work, but turn up also means increase volume and be found.
cljt_021a	cljt_021	pv_021	get down	pass on	acceptable	acceptable	passed on	The director passed on the client's message.	communicate_or_circulate_information	none	v2_replacement	PHaVE	v2_008	rep_027	minor_revision_needed	86	self_review_against_c_level_rubric_v2	native_review_then_pilot	Message and silence are communication-domain nouns; only a message can normally be passed on.	replaces pv_021 get down; candidate_id=rep_027; original_v6_action=replace_or_rewrite; Silence may be too easy as a non-transferable object; native review needed.
cljt_021b	cljt_021	pv_021	get down	pass on	unacceptable	unacceptable	passed on	The director passed on the client's silence.	communicate_or_circulate_information	wrong_information_object	v2_replacement	PHaVE	v2_008	rep_027	minor_revision_needed	86	self_review_against_c_level_rubric_v2	native_review_then_pilot	Message and silence are communication-domain nouns; only a message can normally be passed on.	replaces pv_021 get down; candidate_id=rep_027; original_v6_action=replace_or_rewrite; Silence may be too easy as a non-transferable object; native review needed.
cljt_022a	cljt_022	pv_022	cut off	cut off	acceptable	acceptable	cut off	The lender cut off the credit line.	stop providing a supply, service, or access	none	multi_agent_revision_v1	multi_agent_synthesis_2026-07-04	cljt_022	multi_agent_v1	multi_agent_revision_native_review_required	91	multi_agent_consensus_against_c_level_rubric_v1	native_review_then_pilot_strong	Both objects are finance-domain credit nouns; a credit line is an access/resource that can be stopped, whereas a credit rating is an evaluation rather than a supply.	multi-agent synthesis v1; replaces host/caller/topic pair because cut off the topic can mean stop discussing it; finance frame blocks physical cutting and speech interruption readings.
cljt_022b	cljt_022	pv_022	cut off	cut off	unacceptable	unacceptable	cut off	The lender cut off the credit rating.	stop providing a supply, service, or access	resource_access_object_mismatch	multi_agent_revision_v1	multi_agent_synthesis_2026-07-04	cljt_022	multi_agent_v1	multi_agent_revision_native_review_required	91	multi_agent_consensus_against_c_level_rubric_v1	native_review_then_pilot_strong	Both objects are finance-domain credit nouns; a credit line is an access/resource that can be stopped, whereas a credit rating is an evaluation rather than a supply.	multi-agent synthesis v1; replaces host/caller/topic pair because cut off the topic can mean stop discussing it; finance frame blocks physical cutting and speech interruption readings.
cljt_023a	cljt_023	pv_023	bring in	bring in	acceptable	acceptable	brought in	The campaign brought in large donations.	attract or generate income or support	none	multi_agent_revision_v2	multi_agent_synthesis_2026-07-04_round2	cljt_023	multi_agent_v2	multi_agent_revision_native_review_required	92	multi_agent_consensus_against_c_level_rubric_v2	native_review_then_pilot_strong	Both objects belong to campaign-finance discourse; donations are incoming support that can be brought in, whereas expenses are costs rather than generated income or support.	multi-agent synthesis v2; replaces consultant/consultation role contrast with finance-support sense for stronger C1-level semantic dependency.
cljt_023b	cljt_023	pv_023	bring in	bring in	unacceptable	unacceptable	brought in	The campaign brought in large expenses.	attract or generate income or support	incoming_support_cost_mismatch	multi_agent_revision_v2	multi_agent_synthesis_2026-07-04_round2	cljt_023	multi_agent_v2	multi_agent_revision_native_review_required	92	multi_agent_consensus_against_c_level_rubric_v2	native_review_then_pilot_strong	Both objects belong to campaign-finance discourse; donations are incoming support that can be brought in, whereas expenses are costs rather than generated income or support.	multi-agent synthesis v2; replaces consultant/consultation role contrast with finance-support sense for stronger C1-level semantic dependency.
cljt_024a	cljt_024	pv_024	put out	bring out	acceptable	acceptable	brought out	The publisher brought out a revised edition.	release_to_public	none	v2_replacement	PHaVE	v2_009	rep_009	minor_revision_needed	86	self_review_against_c_level_rubric_v2	native_review_then_pilot	Edition and appointment are publishing/professional-domain nouns; appointment is not released as a publication.	replaces pv_024 put out; candidate_id=rep_009; original_v6_action=replace_or_rewrite; Select release sense only; avoid make-quality-noticeable sense.
cljt_024b	cljt_024	pv_024	put out	bring out	unacceptable	unacceptable	brought out	The publisher brought out a revised appointment.	release_to_public	wrong_release_object	v2_replacement	PHaVE	v2_009	rep_009	minor_revision_needed	86	self_review_against_c_level_rubric_v2	native_review_then_pilot	Edition and appointment are publishing/professional-domain nouns; appointment is not released as a publication.	replaces pv_024 put out; candidate_id=rep_009; original_v6_action=replace_or_rewrite; Select release sense only; avoid make-quality-noticeable sense.
cljt_025a	cljt_025	pv_025	clean up	throw out	acceptable	acceptable	threw out	The committee threw out the weak proposal.	reject_or_refuse_to_consider	none	v2_replacement	PHaVE	v2_010	rep_010	minor_revision_needed	86	self_review_against_c_level_rubric_v2	native_review_then_pilot	Proposal and agenda are meeting-domain objects; proposal is rejectable, agenda is normally revised or changed.	replaces pv_025 clean up; candidate_id=rep_010; original_v6_action=replace_or_rewrite; Check whether throw out the agenda can mean discard/cancel agenda.
cljt_025b	cljt_025	pv_025	clean up	throw out	unacceptable	unacceptable	threw out	The committee threw out the weak agenda.	reject_or_refuse_to_consider	wrong_rejection_object	v2_replacement	PHaVE	v2_010	rep_010	minor_revision_needed	86	self_review_against_c_level_rubric_v2	native_review_then_pilot	Proposal and agenda are meeting-domain objects; proposal is rejectable, agenda is normally revised or changed.	replaces pv_025 clean up; candidate_id=rep_010; original_v6_action=replace_or_rewrite; Check whether throw out the agenda can mean discard/cancel agenda.
cljt_026a	cljt_026	pv_026	set out	set out	acceptable	acceptable	set out	The contract set out the payment terms.	state or present clearly in a document	none	multi_agent_revision_v2	multi_agent_synthesis_2026-07-04_round2	cljt_026	multi_agent_v2	multi_agent_revision_native_review_required	93	multi_agent_consensus_against_c_level_rubric_v2	native_review_then_pilot_strong	Both objects belong to payment-document discourse; terms are stipulated content a contract can set out, whereas receipts are transaction records rather than rules or conditions.	multi-agent synthesis v2; improves procedure/appendix pair with tighter same-domain payment contrast and low alternate-sense risk.
cljt_026b	cljt_026	pv_026	set out	set out	unacceptable	unacceptable	set out	The contract set out the payment receipts.	state or present clearly in a document	stipulated_content_record_mismatch	multi_agent_revision_v2	multi_agent_synthesis_2026-07-04_round2	cljt_026	multi_agent_v2	multi_agent_revision_native_review_required	93	multi_agent_consensus_against_c_level_rubric_v2	native_review_then_pilot_strong	Both objects belong to payment-document discourse; terms are stipulated content a contract can set out, whereas receipts are transaction records rather than rules or conditions.	multi-agent synthesis v2; improves procedure/appendix pair with tighter same-domain payment contrast and low alternate-sense risk.
cljt_027a	cljt_027	pv_027	break down	break down	acceptable	acceptable	broke down	The manager broke down the project budget.	divide into parts or analyze in detail	none	multi_agent_revision_v2	multi_agent_synthesis_2026-07-04_round2	cljt_027	multi_agent_v2	multi_agent_revision_native_review_required	91	multi_agent_consensus_against_c_level_rubric_v2	native_review_then_pilot_strong	Both objects are project-management nouns; a budget can be itemized or analyzed into parts, whereas a deadline is a time point rather than a decomposable object in this frame.	multi-agent synthesis v2; keeps original PV but replaces sports play/whistle with a stronger project-management near-miss.
cljt_027b	cljt_027	pv_027	break down	break down	unacceptable	unacceptable	broke down	The manager broke down the project deadline.	divide into parts or analyze in detail	decomposable_object_mismatch	multi_agent_revision_v2	multi_agent_synthesis_2026-07-04_round2	cljt_027	multi_agent_v2	multi_agent_revision_native_review_required	91	multi_agent_consensus_against_c_level_rubric_v2	native_review_then_pilot_strong	Both objects are project-management nouns; a budget can be itemized or analyzed into parts, whereas a deadline is a time point rather than a decomposable object in this frame.	multi-agent synthesis v2; keeps original PV but replaces sports play/whistle with a stronger project-management near-miss.
