trial_order	list_id	item_id	target_slot_id	original_pv_id	original_pv	current_target_pv	condition	expected_response	target_form	sentence_text	intended_sense	mismatch_type	source_set	quality_status	review_score_100	revision_priority	pair_rationale	notes
36	B	cljt_014a	cljt_014	pv_014	turn over	turn over	acceptable	acceptable	turned over	The clerk turned over the records to police.	give control or possession to an authority	none	v6_retained_or_reserve	prelim_pass_native_review_required	80	minor_revision_before_pilot	Both objects are administrative/legal nouns; records can be surrendered to authorities, but permission is not an object surrendered in this frame.	v6 candidate: pre-audio expert review required; do not record yet; Authority-transfer sense can work, but literal turning-over sense must be suppressed.
37	B	cljt_040a	cljt_040	pv_040	come out	come out	acceptable	acceptable	came out	The senator came out against the proposal.	publicly declare a position	none	multi_agent_revision_v1	multi_agent_revision_native_review_required	90	native_review_then_pilot_strong	Both objects belong to public-hearing or policy discourse; a proposal is a stance target one can come out against, whereas evidence is normally challenged or disputed, not opposed through this come-out-against frame.	multi-agent synthesis v1; replaces reveal-sense secret/witness pair because person subjects invite literal/social readings; stance frame makes the target sense clearer.
38	B	cljt_017b	cljt_017	pv_017	make out	sort out	unacceptable	unacceptable	sorted out	The mediator sorted out the scheduling forecast.	resolve_problem_or_understand_cause	wrong_problem_object	v2_replacement	minor_revision_needed	86	native_review_then_pilot	Conflict and forecast are scheduling-domain nouns; conflict can be resolved, forecast cannot.	replaces pv_017 make out; candidate_id=rep_007; original_v6_action=drop; Keep target sense as resolve_problem, not understand_cause.
39	B	cljt_045b	cljt_045	pv_045	sum up	sum up	unacceptable	unacceptable	summed up	The abstract summed up the heading.	summarize the main points	summary_object_mismatch	v6_retained_or_reserve	prelim_pass_native_review_required	100	native_review_then_pilot_strong	Both nouns are academic-document nouns; an abstract summarizes a study, not a heading.	v6 candidate: pre-audio expert review required; do not record yet; Summarize-content sense is strong if both conditions use text/content objects.
40	B	cljt_043b	cljt_043	pv_043	rule out	rule out	unacceptable	unacceptable	ruled out	The doctor ruled out symptoms.	exclude a possibility	diagnostic_possibility_mismatch	v6_retained_or_reserve	prelim_pass_native_review_required	100	native_review_then_pilot_strong	Both objects are medical-domain nouns; infection can be excluded as a possibility, whereas symptoms are observed signs, not the ruled-out condition.	v6 candidate: pre-audio expert review required; do not record yet; Exclude-possibility sense is a strong academic candidate with manageable near-misses.
41	B	cljt_035a	cljt_035	pv_035	look back	fill in	acceptable	acceptable	filled in	The consultant filled in for the project chair.	act as a temporary substitute for someone	none	multi_agent_revision_v1	multi_agent_revision_native_review_required	90	native_review_then_pilot_strong	Both complements are project-governance nouns; a chair is a role/person one can temporarily replace, whereas a meeting is an event rather than the person or role substituted for.	multi-agent synthesis v1; replaces fill someone in on X frame because almost any topic can fit that frame; substitute-for sense gives cleaner acceptability contrast.
42	B	cljt_008b	cljt_008	pv_008	move up	move up	unacceptable	unacceptable	moved up	The team moved up to last place.	advance to a higher position	directional_hierarchy_mismatch	v6_retained_or_reserve	prelim_pass_native_review_required	100	native_review_then_pilot_strong	Both outcomes are ranking positions; rejection depends on knowing that move up denotes upward rank movement.	v6 candidate: pre-audio expert review required; do not record yet; Hierarchy/status contrast is locally tied to the PV and comparatively robust.
43	B	cljt_016a	cljt_016	pv_016	take back	take back	acceptable	acceptable	took back	The team took back the lead.	regain control or possession	none	v6_retained_or_reserve	prelim_pass_native_review_required	80	minor_revision_before_pilot	Both nouns are sports-outcome nouns; lead can be regained, whereas loss is not normally regained by taking it back.	v6 candidate: pre-audio expert review required; do not record yet; Use regain-control contexts; current acceptable sentence also needs rewriting.
44	B	cljt_036a	cljt_036	pv_036	go up	hold up	acceptable	acceptable	held up	The appeal held up the construction permit.	delay progress or completion	none	multi_agent_revision_v1	multi_agent_revision_native_review_required	90	native_review_then_pilot_strong	Both objects are construction-administration nouns; a permit process can be delayed by an appeal, whereas a blueprint is a document, not the progress point being held up.	multi-agent synthesis v1; replaces payment/receipt pair because receipt can also be delayed; appeal subject suppresses literal holding-up readings.
45	B	cljt_031b	cljt_031	pv_031	turn around	go through	unacceptable	unacceptable	went through	The amendment went through the testimony.	be approved or pass through a formal process	approval_path_evidence_object_mismatch	multi_agent_revision_v2	multi_agent_revision_native_review_required	91	native_review_then_pilot_strong	Both complements belong to legislative/legal discourse; an amendment can pass through a committee, whereas testimony is evidence and not the institutional approval path of the amendment.	multi-agent synthesis v2; replaces turn around because improvement/reversal/work-speed readings remain hard to control in one short aural sentence.
46	B	cljt_047b	cljt_047	pv_047	lay out	lay out	unacceptable	unacceptable	laid out	The diagram laid out the footnote.	present or arrange clearly	information_organization_mismatch	v6_retained_or_reserve	prelim_pass_native_review_required	100	native_review_then_pilot_strong	Both objects are document/information nouns; diagram can present a process clearly, not normally a footnote.	v6 candidate: pre-audio expert review required; do not record yet; Present/organize-information sense is strong, but literal arrangement sense must be avoided.
47	B	cljt_022a	cljt_022	pv_022	cut off	cut off	acceptable	acceptable	cut off	The lender cut off the credit line.	stop providing a supply, service, or access	none	multi_agent_revision_v1	multi_agent_revision_native_review_required	91	native_review_then_pilot_strong	Both objects are finance-domain credit nouns; a credit line is an access/resource that can be stopped, whereas a credit rating is an evaluation rather than a supply.	multi-agent synthesis v1; replaces host/caller/topic pair because cut off the topic can mean stop discussing it; finance frame blocks physical cutting and speech interruption readings.
48	B	cljt_039a	cljt_039	pv_039	come in	take over	acceptable	acceptable	took over	The deputy took over the project.	gain_control_or_responsibility	none	v2_replacement	production_candidate_after_native_review	90	native_review_then_pilot_strong	Project and advice are workplace-domain objects; advice cannot normally be taken over as responsibility.	replaces pv_039 come in; candidate_id=rep_017; original_v6_action=replace_or_rewrite; Best current draft among replacements.
